drug_id,condition_id,average_rating,class
Hiprex,Bladder Infection,9.181818182,A
Cefpodoxime,Bladder Infection,9,B
Cyklokapron,Bleeding Disorde,10,A
Iohexol,Body Imaging,7,C
Omnipaque 350,Body Imaging,7,C
Vancocin HCl,Bone infection,10,A
Unasyn,Bone infection,9,B
GaviLyte-C,Bowel Preparation,10,A
GaviLyte-N,Bowel Preparation,10,A
PEG-3350 with Electolytes,Bowel Preparation,10,A
OsmoPrep,Bowel Preparation,9.666666667,A
Sodium biphosphate / sodium phosphate,Bowel Preparation,9.615384615,A
Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,9.425531915,A
Prepopik,Bowel Preparation,9.326086957,A
MoviPrep,Bowel Preparation,9.157894737,A
Polyethylene glycol 3350 with electrolytes,Bowel Preparation,9.044444444,A
Suprep Bowel Prep Kit,Bowel Preparation,9.036866359,A
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9.006437768,A
GaviLyte-G,Bowel Preparation,9,B
GoLYTELY,Bowel Preparation,9,B
PEG3350,Bowel Preparation,8.5,B
NuLYTELY,Bowel Preparation,8,C
Cisplatin,Brain Tum,10,A
Platinol,Brain Tum,10,A
Cytoxan,Brain Tum,9.8,A
Lazanda,Breakthrough Pain,10,A
Subsys,Breakthrough Pain,9.75,A
Actiq,Breakthrough Pain,9.2,A
Abraxane,Breast Cance,9.666666667,A
Adriamycin,Breast Cance,9.5,A
Paclitaxel protein-bound,Breast Cance,9.5,A
Docetaxel,Breast Cance,9,B
Taxotere,Breast Cance,9,B
Arimidex,Breast Cance,8.933333333,B
Letrozole,Breast Cance,8.75,B
Everolimus,Breast Cance,8.571428571,B
Exemestane,Breast Cance,8.272727273,B
Aromasin,Breast Cance,8.2,B
Nolvadex,Breast Cance,7,C
Femara,"Breast Cancer, Adjuvant",8.80952381,B
Tamoxifen,"Breast Cancer, Adjuvant",8.166666667,B
Halaven,"Breast Cancer, Metastatic",9.666666667,A
Capecitabine,"Breast Cancer, Metastatic",9.5,A
Eribulin,"Breast Cancer, Metastatic",9.5,A
Ibrance,"Breast Cancer, Metastatic",9.181818182,A
Palbociclib,"Breast Cancer, Metastatic",9.083333333,A
Anastrozole,"Breast Cancer, Metastatic",8.769230769,B
Faslodex,"Breast Cancer, Metastatic",8.666666667,B
Taxol,"Breast Cancer, Metastatic",8,C
Gemcitabine,"Breast Cancer, Metastatic",7.666666667,C
Evista,"Breast Cancer, Prevention",10,A
Ventolin HFA,Bronchiectasis,8.666666667,B
Gemifloxacin,Bronchitis,10,A
Cefprozil,Bronchitis,9.571428571,A
Cefzil,Bronchitis,9.5,A
Levofloxacin,Bronchitis,9.006849315,A
Cefditoren,Bronchitis,9,B
Ceftibuten,Bronchitis,9,B
Septra,Bronchitis,9,B
Ery-Tab,Bronchitis,7,C
Formoterol,Bronchospasm Prophylaxis,9.714285714,A
Aloe vera,"Burns, External",10,A
Silvadene,"Burns, External",10,A
Solarcaine First Aid Medicated Spray,"Burns, External",10,A
Xylocaine Jelly,"Burns, External",10,A
Silver sulfadiazine,"Burns, External",9.972222222,A
Trolamine salicylate,Bursitis,8.941176471,B
Valcyte,CMV Prophylaxis,8,C
Valganciclovir,CMV Prophylaxis,8,C
Incruse Ellipta,COPD,10,A
Striverdi Respimat,COPD,10,A
Stiolto Respimat,COPD,9.8,A
Umeclidinium / vilanterol,COPD,9.714285714,A
Anoro Ellipta,COPD,9.615384615,A
Rayos,COPD,9.5,A
Aclidinium,COPD,9.4,A
Daliresp,COPD,9.3,A
Tudorza Pressair,COPD,9.125,A
Primatene Mist,"COPD, Acute",9.833333333,A
Levalbuterol,"COPD, Acute",9.428571429,A
Foradil Aerolizer,"COPD, Maintenance",9.75,A
Olodaterol / tiotropium,"COPD, Maintenance",9.714285714,A
Brovana,"COPD, Maintenance",9.5,A
DuoNeb,"COPD, Maintenance",9.5,A
Roflumilast,"COPD, Maintenance",9.45,A
Ipratropium,"COPD, Maintenance",9.2,A
Spiriva,"COPD, Maintenance",9.181818182,A
Tiotropium,"COPD, Maintenance",9.103448276,A
Advair Diskus,"COPD, Maintenance",9.066666667,A
Combivent,"COPD, Maintenance",9,B
Combivent Respimat,"COPD, Maintenance",9,B
Spiriva Respimat,"COPD, Maintenance",9,B
Albuterol / ipratropium,"COPD, Maintenance",8.933333333,B
ProAir HFA,"COPD, Maintenance",8.333333333,B
Perforomist,"COPD, Maintenance",8,C
Atrovent HFA,"COPD, Maintenance",7,C
Floxin,Campylobacter Gastroenteritis,10,A
Chaparral,Cance,10,A
Vincasar PFS,Cance,10,A
Doxorubicin,Cance,9.5,A
Vincristine,Cance,9.5,A
Octreotide,Carcinoid Tum,9.25,A
Sandostatin,Carcinoid Tum,9.2,A
Isoxsuprine,Cerebrovascular Insufficiency,9.5,A
Botulinum toxin type b,Cervical Dystonia,9,B
Dysport,Cervical Dystonia,8.666666667,B
AbobotulinumtoxinA,Cervical Dystonia,8,C
Azithromycin,Chlamydia Infection,8.919137466,B
Amantadine,Chronic Fatigue Syndrome,8.916666667,B
Trulance,Chronic Idiopathic Constipation,9.545454545,A
Plecanatide,Chronic Idiopathic Constipation,9.541666667,A
Gammagard,Chronic Inflammatory Demyelinating Polyradiculoneuropathy,7,C
Imbruvica,Chronic Lymphocytic Leukemia,9.333333333,A
Rituxan,Chronic Lymphocytic Leukemia,9.071428571,A
Ibrutinib,Chronic Lymphocytic Leukemia,9,B
Leukeran,Chronic Lymphocytic Leukemia,8.666666667,B
Chlorambucil,Chronic Lymphocytic Leukemia,8,C
Bosulif,Chronic Myelogenous Leukemia,10,A
Hydrea,Chronic Myelogenous Leukemia,10,A
Tasigna,Chronic Myelogenous Leukemia,9.777777778,A
Nilotinib,Chronic Myelogenous Leukemia,9.727272727,A
Imatinib,Chronic Myelogenous Leukemia,9.421052632,A
Dasatinib,Chronic Myelogenous Leukemia,9.153846154,A
Sprycel,Chronic Myelogenous Leukemia,8.888888889,B
Dazidox,Chronic Pain,10,A
Methadone Diskets,Chronic Pain,9.523809524,A
Methadone,Chronic Pain,9.387755102,A
Roxicodone,Chronic Pain,9.263157895,A
Oxycodone,Chronic Pain,9.241463415,A
MS Contin,Chronic Pain,9.120689655,A
Exalgo,Chronic Pain,9,B
Infumorph,Chronic Pain,9,B
Ultram ODT,Chronic Pain,9,B
Xtampza ER,Chronic Pain,9,B
Butrans,Chronic Pain,8.928571429,B
Embeda,Chronic Pain,8.928571429,B
Duloxetine,Chronic Pain,8.902192243,B
Talwin Nx,Chronic Pain,8.75,B
Morphine / naltrexone,Chronic Pain,8.625,B
Xartemis XR,Chronic Pain,8.333333333,B
Belbuca,Chronic Pain,8.1,B
Oxaydo,Chronic Pain,8,C
Ziconotide,Chronic Pain,7,C
Zenpep,Chronic Pancreatitis,10,A
Hi-Vegi-Lip,Chronic Pancreatitis,9,B
Pancreatin,Chronic Pancreatitis,9,B
Pancreaze,Chronic Pancreatitis,9,B
Dantrolene,Chronic Spasticity,10,A
Gablofen,Chronic Spasticity,8.5,B
Fidaxomicin,Clostridial Infection,9.5,A
Dificid,Clostridial Infection,9.333333333,A
Calan,Cluster Headaches,10,A
Isoptin SR,Cluster Headaches,10,A
Sterapred DS,Cluster Headaches,10,A
Verelan PM,Cluster Headaches,9.5,A
Verapamil,Cluster Headaches,9.432835821,A
Imitrex Nasal,Cluster Headaches,9.333333333,A
D.H.E. 45,Cluster Headaches,9.2,A
Acyclovir / hydrocortisone,Cold Sores,10,A
Retre-Gel,Cold Sores,10,A
Tetracaine,Cold Sores,10,A
Famvir,Cold Sores,9.857142857,A
Penciclovir,Cold Sores,9.8,A
Denavir,Cold Sores,9.76,A
Zovirax Cream,Cold Sores,9.583333333,A
Zovirax Ointment,Cold Sores,9.166666667,A
Sitavig,Cold Sores,8.8,B
Codimal DM,Cold Symptoms,10,A
Dextromethorphan / phenylephrine / pyrilamine,Cold Symptoms,10,A
Ed A-Hist,Cold Symptoms,10,A
Primatene,Cold Symptoms,10,A
Robitussin Cold Cough and Flu,Cold Symptoms,10,A
Drixoral Cold and Allergy,Cold Symptoms,9.944444444,A
Alka-Seltzer Plus Cold,Cold Symptoms,9.666666667,A
Bronkaid,Cold Symptoms,9.666666667,A
Rynatan,Cold Symptoms,9.666666667,A
Acetaminophen / diphenhydramine / phenylephrine,Cold Symptoms,9.5,A
Echinacea,Cold Symptoms,9.5,A
Ephedrine / guaifenesin,Cold Symptoms,9.375,A
Acetaminophen / chlorpheniramine / phenylephrine,Cold Symptoms,9.333333333,A
Coricidin HBP Cold & Flu,Cold Symptoms,9.25,A
Acetaminophen / chlorpheniramine,Cold Symptoms,9,B
Acetaminophen / dextromethorphan / doxylamine / pseudoephedrine,Cold Symptoms,9,B
Actifed,Cold Symptoms,9,B
Sudafed PE Severe Cold,Cold Symptoms,9,B
Vicks Nyquil D Cold and Flu Nighttime Relief,Cold Symptoms,9,B
Pseudoephedrine / triprolidine,Cold Symptoms,8.714285714,B
Stivarga,Colorectal Cance,10,A
Xeloda,Colorectal Cance,9.5,A
Bevacizumab,Colorectal Cance,9.230769231,A
Oxaliplatin,Colorectal Cance,8,C
Panitumumab,Colorectal Cance,8,C
Vectibix,Colorectal Cance,8,C
Cetuximab,Colorectal Cance,7.8,C
Barium sulfate,Computed Tomography,8.5,B
Readi-Cat,Computed Tomography,8,C
Condylox,Condylomata Acuminata,9.333333333,A
Podofilox,Condylomata Acuminata,9,B
Alrex,Conjunctivitis,10,A
Alamast,"Conjunctivitis, Allergic",10,A
Alocril,"Conjunctivitis, Allergic",10,A
Nedocromil,"Conjunctivitis, Allergic",10,A
Optivar,"Conjunctivitis, Allergic",10,A
Pemirolast,"Conjunctivitis, Allergic",10,A
Zaditor,"Conjunctivitis, Allergic",10,A
Lastacaft,"Conjunctivitis, Allergic",9.875,A
Bepreve,"Conjunctivitis, Allergic",9.714285714,A
Alcaftadine,"Conjunctivitis, Allergic",9.625,A
Bepotastine,"Conjunctivitis, Allergic",9.6,A
Ketotifen,"Conjunctivitis, Allergic",9.571428571,A
Elestat,"Conjunctivitis, Allergic",9,B
Epinastine,"Conjunctivitis, Allergic",9,B
Besifloxacin,"Conjunctivitis, Bacterial",10,A
Besivance,"Conjunctivitis, Bacterial",10,A
Blephamide,"Conjunctivitis, Bacterial",10,A
Dexamethasone / neomycin / polymyxin b,"Conjunctivitis, Bacterial",10,A
Maxitrol,"Conjunctivitis, Bacterial",10,A
Moxeza,"Conjunctivitis, Bacterial",10,A
Prednisolone / sulfacetamide sodium,"Conjunctivitis, Bacterial",10,A
Tobrex,"Conjunctivitis, Bacterial",10,A
TobraDex,"Conjunctivitis, Bacterial",9.333333333,A
Moxifloxacin,"Conjunctivitis, Bacterial",9.012048193,A
Polytrim,"Conjunctivitis, Bacterial",9,B
Tobramycin,"Conjunctivitis, Bacterial",9,B
Vigamox,"Conjunctivitis, Bacterial",9,B
Dexamethasone / tobramycin,"Conjunctivitis, Bacterial",8.6,B
Hydrocortisone / neomycin / polymyxin b,"Conjunctivitis, Bacterial",8.5,B
Zylet,"Conjunctivitis, Bacterial",8.4,B
Loteprednol / tobramycin,"Conjunctivitis, Bacterial",8.333333333,B
Azasite,"Conjunctivitis, Bacterial",8,C
Polymyxin b / trimethoprim,"Conjunctivitis, Bacterial",8,C
Citrate of Magnesia,Constipation,10,A
ClearLax,Constipation,10,A
Colace,Constipation,10,A
Fleet Glycerin Suppositories Adult,Constipation,10,A
Fletchers Castoria,Constipation,10,A
Metamucil,Constipation,9.857142857,A
Polyethylene glycol 3350,Constipation,9.610526316,A
MiraLax,Constipation,9.535211268,A
Magnesium oxide,Constipation,9.5,A
Methylcellulose,Constipation,9.5,A
Magnesium citrate,Constipation,9.477707006,A
Fleet Enema,Constipation,9.428571429,A
Phillips' Milk of Magnesia,Constipation,9.393939394,A
Magnesium hydroxide,Constipation,9.390804598,A
Glycerin,Constipation,9.333333333,A
Dulcolax Laxative,Constipation,9.3125,A
Milk of Magnesia,Constipation,9.181818182,A
Senna,Constipation,9.04,A
Dulcolax,Constipation,9.038251366,A
Enemeez Mini,Constipation,9,B
Bisacodyl,Constipation,8.970464135,B
Correctol,Constipation,8.833333333,B
Docusate,Constipation,8.714285714,B
Senokot,Constipation,8,C
Peri-Colace,"Constipation, Acute",10,A
Docusate / senna,"Constipation, Acute",9.5,A
Senokot S,"Constipation, Acute",9.5,A
Lactulose,"Constipation, Acute",9.32,A
Senna Plus,"Constipation, Acute",9,B
Doc-Q-Lax,"Constipation, Acute",8,C
Constulose,"Constipation, Chronic",10,A
Linzess,"Constipation, Chronic",9.211711712,A
Lubiprostone,"Constipation, Chronic",9.048780488,A
Methylnaltrexone,"Constipation, Drug Induced",9.133333333,A
Naloxegol,"Constipation, Drug Induced",9.051282051,A
Amitiza,"Constipation, Drug Induced",9,B
Flanax Pain Reliever,Costochondritis,10,A
Buckleys Mixture,Cough,10,A
Robitussin Cough + Chest Congestion DM,Cough,10,A
Robitussin CoughGels Long-Acting,Cough,10,A
Tussigon,Cough,10,A
Chlorpheniramine / hydrocodone,Cough,9.726027397,A
Tussionex Pennkinetic,Cough,9.7,A
Tessalon Perles,Cough,9.689655172,A
TussiCaps,Cough,9.666666667,A
Guaifenesin / hydrocodone,Cough,9.5,A
Codeine / promethazine,Cough,9.481481481,A
Hydromet,Cough,9.421052632,A
Tessalon,Cough,9.333333333,A
Dextromethorphan / promethazine,Cough,9.25,A
Homatropine / hydrocodone,Cough,9.25,A
Promethazine DM,Cough,9.25,A
Delsym 12 Hour Cough Relief,Cough,9.2,A
Benzonatate,Cough,9.186813187,A
Guaifenesin,Cough,9.174418605,A
Codeine / guaifenesin,Cough,9,B
Mucinex DM,Cough,9,B
Mucinex Maximum Strength,Cough,9,B
Mucinex,Cough,8.904761905,B
Hycodan,Cough,8.866666667,B
Delsym,Cough,8.705882353,B
Cheratussin AC,Cough,8.666666667,B
Dextromethorphan / guaifenesin,Cough,8.6,B
Dextromethorphan,Cough,8.545454545,B
Brompheniramine / codeine / phenylephrine,Cough and Nasal Congestion,10,A
Capmist DM,Cough and Nasal Congestion,10,A
Chlorpheniramine / dextromethorphan,Cough and Nasal Congestion,10,A
Chlorpheniramine / hydrocodone / pseudoephedrine,Cough and Nasal Congestion,10,A
Dextromethorphan / guaifenesin / phenylephrine,Cough and Nasal Congestion,10,A
Guaifenesin / phenylephrine,Cough and Nasal Congestion,10,A
M-End PE,Cough and Nasal Congestion,10,A
Maxichlor PSE DM,Cough and Nasal Congestion,10,A
Mucinex D Maximum Strength,Cough and Nasal Congestion,10,A
Mucinex Fast-Max Severe Congestion & Cough,Cough and Nasal Congestion,10,A
Zutripro,Cough and Nasal Congestion,10,A
Chlorpheniramine / dextromethorphan / pseudoephedrine,Cough and Nasal Congestion,9.75,A
Chlorpheniramine / dextromethorphan / phenylephrine,Cough and Nasal Congestion,9.666666667,A
Chlorpheniramine / hydrocodone / phenylephrine,Cough and Nasal Congestion,9.666666667,A
Bromfed DM,Cough and Nasal Congestion,9.6,A
Dextromethorphan / guaifenesin / pseudoephedrine,Cough and Nasal Congestion,9.6,A
Brompheniramine / dextromethorphan / pseudoephedrine,Cough and Nasal Congestion,9.333333333,A
Chlophedianol / guaifenesin / pseudoephedrine,Cough and Nasal Congestion,9,B
Rezira,Cough and Nasal Congestion,9,B
Vanatab DX,Cough and Nasal Congestion,9,B
Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,8.706521739,B
Mucinex D,Cough and Nasal Congestion,8.61971831,B
Hydrocodone / pseudoephedrine,Cough and Nasal Congestion,8,C
Maxifed DM,Cough and Nasal Congestion,8,C
Azasan,Crohn's Disease,10,A
Colazal,Crohn's Disease,9.2,A
Sulfasalazine,Crohn's Disease,8.954545455,B
Balsalazide,Crohn's Disease,8.8,B
Vedolizumab,Crohn's Disease,8.5,B
HyoMax SR,Crohn's Disease,8,C
Entocort EC,"Crohn's Disease, Acute",9.090909091,A
Mercaptopurine,"Crohn's Disease, Maintenance",10,A
Asacol HD,"Crohn's Disease, Maintenance",9.666666667,A
Pentasa,"Crohn's Disease, Maintenance",8.793103448,B
Nystatin / triamcinolone,Cutaneous Candidiasis,9.8,A
Bexarotene,Cutaneous T-cell Lymphoma,9.5,A
Targretin,Cutaneous T-cell Lymphoma,9,B
Dornase alfa,Cystic Fibrosis,10,A
Pancrelipase,Cystic Fibrosis,9.615384615,A
Nizoral A-D,Dandruff,10,A
Salicylic acid / sulfur,Dandruff,10,A
Ketoconazole,Dandruff,9.75,A
Innohep,Deep Vein Thrombosis,10,A
Enoxaparin,Deep Vein Thrombosis,9.428571429,A
Fondaparinux,Deep Vein Thrombosis,9,B
Lovenox,Deep Vein Thrombosis,9,B
Rivaroxaban,Deep Vein Thrombosis,8.941176471,B
Tinzaparin,Deep Vein Thrombosis,7,C
Arixtra,"Deep Vein Thrombosis, Prophylaxis",9,B
Asendin,Depression,10,A
Norpramin,Depression,10,A
Oleptro,Depression,10,A
Maprotiline,Depression,9.75,A
Remeron SolTab,Depression,9.75,A
Amitriptyline / chlordiazepoxide,Depression,9.714285714,A
Nefazodone,Depression,9.611111111,A
Tranylcypromine,Depression,9.59375,A
Desipramine,Depression,9.538461538,A
Parnate,Depression,9.529411765,A
Amoxapine,Depression,9.5,A
Limbitrol,Depression,9.5,A
Serzone,Depression,9.5,A
Niacin,Depression,9.366666667,A
Phenelzine,Depression,9.32,A
St. john's wort,Depression,9.292682927,A
L-methylfolate,Depression,9.271186441,A
Deplin,Depression,9.25,A
Nardil,Depression,9.181818182,A
Lexapro,Depression,9.105691057,A
Fluoxetine,Depression,9.079310345,A
Effexor XR,Depression,9.054421769,A
Rexulti,Depression,9.019607843,A
Aplenzin,Depression,9,B
Budeprion SR,Depression,9,B
Isocarboxazid,Depression,9,B
Marplan,Depression,9,B
Protriptyline,Depression,9,B
Selegiline,Depression,9,B
Sertraline,Depression,9,B
Vivactil,Depression,9,B
Paxil,Depression,8.981707317,B
Methylphenidate,Depression,8.953703704,B
Desvenlafaxine,Depression,8.949152542,B
Wellbutrin,Depression,8.945273632,B
Cymbalta,Depression,8.938432836,B
Vilazodone,Depression,8.918103448,B
Celexa,Depression,8.907356948,B
Pristiq,Depression,8.892307692,B
Zyprexa,Depression,8.816326531,B
Effexor,Depression,8.802631579,B
Imipramine,Depression,8.8,B
Paxil CR,Depression,8.75,B
Sinequan,Depression,8.75,B
Emsam,Depression,8.733333333,B
S-adenosylmethionine,Depression,8.444444444,B
Ala-Quin,Dermatitis,10,A
Clioquinol / hydrocortisone,Dermatitis,10,A
Hylira,Dermatitis,10,A
Temovate,Dermatitis,10,A
Fluocinonide,Dermatitis,9.761904762,A
Lidex,Dermatitis,9.666666667,A
Verdeso,Dermatitis,9.666666667,A
Clobetasol,Dermatitis,9.648148148,A
Olux,Dermatitis,9.5,A
Locoid Lipocream,Dermatitis,9,B
Alcortin A,Dermatitis,8.5,B
Aloe vera / hydrocortisone / iodoquinol,Dermatitis,8.5,B
Balsam peru / castor oil / trypsin,Dermatologic Lesion,10,A
Bensal HP,Dermatological Disorders,10,A
Benzoic acid / salicylic acid,Dermatological Disorders,10,A
Diprosone,Dermatological Disorders,10,A
Luxiq,Dermatological Disorders,10,A
Rea Lo 40,Dermatological Disorders,10,A
Silver,Dermatological Disorders,9.5,A
Carmol 20,Dermatological Disorders,9,B
Duoplant,Dermatological Disorders,9,B
Pramosone,Dermatological Disorders,8,C
Hydroxychloroquine,Dermatomyositis,8.794871795,B
Gris-PEG,Dermatophytosis,10,A
Itraconazole,Dermatophytosis,9.142857143,A
Grifulvin V,Dermatophytosis,8,C
DDAVP,Diabetes Insipidus,9.75,A
Desmopressin,Diabetes Insipidus,9.5,A
DDAVP Nasal,Diabetes Insipidus,9,B
Humalog KwikPen,"Diabetes, Type 1",10,A
Humulin R U-500 (Concentrated),"Diabetes, Type 1",10,A
Insulin aspart / insulin aspart protamine,"Diabetes, Type 1",10,A
NovoLog Mix 70 / 30,"Diabetes, Type 1",10,A
Pramlintide,"Diabetes, Type 1",10,A
SymlinPen 60,"Diabetes, Type 1",10,A
"Insulin inhalation, rapid acting","Diabetes, Type 1",9.724137931,A
Afrezza,"Diabetes, Type 1",9.705882353,A
Insulin lispro / insulin lispro protamine,"Diabetes, Type 1",9.5,A
Insulin regular,"Diabetes, Type 1",9.5,A
Symlin,"Diabetes, Type 1",9.5,A
Humalog,"Diabetes, Type 1",9.333333333,A
ReliOn / Novolin 70 / 30,"Diabetes, Type 1",9,B
Insulin degludec,"Diabetes, Type 1",8.866666667,B
Novolog,"Diabetes, Type 1",8,C
Albiglutide,"Diabetes, Type 2",10,A
Basaglar,"Diabetes, Type 2",10,A
Exubera,"Diabetes, Type 2",10,A
Glimepiride / pioglitazone,"Diabetes, Type 2",10,A
GlipiZIDE XL,"Diabetes, Type 2",10,A
Glumetza,"Diabetes, Type 2",10,A
Glyset,"Diabetes, Type 2",10,A
NovoLog FlexPen,"Diabetes, Type 2",10,A
Novolin 70 / 30,"Diabetes, Type 2",10,A
Novolin N,"Diabetes, Type 2",10,A
Synjardy,"Diabetes, Type 2",10,A
Tanzeum,"Diabetes, Type 2",10,A
Pioglitazone,"Diabetes, Type 2",9.8,A
Insulin lispro,"Diabetes, Type 2",9.666666667,A
Levemir,"Diabetes, Type 2",9.666666667,A
Toujeo,"Diabetes, Type 2",9.666666667,A
Glucotrol,"Diabetes, Type 2",9.6,A
Insulin detemir,"Diabetes, Type 2",9.555555556,A
Humalog Mix 75 / 25,"Diabetes, Type 2",9.5,A
Insulin glulisine,"Diabetes, Type 2",9.5,A
Insulin isophane / insulin regular,"Diabetes, Type 2",9.5,A
Tresiba,"Diabetes, Type 2",9.5,A
Onglyza,"Diabetes, Type 2",9.333333333,A
Janumet,"Diabetes, Type 2",9.307692308,A
Actos,"Diabetes, Type 2",9.285714286,A
Xigduo XR,"Diabetes, Type 2",9.25,A
Insulin glargine,"Diabetes, Type 2",9.225806452,A
Byetta,"Diabetes, Type 2",9.195121951,A
Januvia,"Diabetes, Type 2",9.19047619,A
Sitagliptin,"Diabetes, Type 2",9.19047619,A
Canagliflozin,"Diabetes, Type 2",9.186666667,A
Victoza,"Diabetes, Type 2",9.165467626,A
Farxiga,"Diabetes, Type 2",9.153846154,A
Lantus,"Diabetes, Type 2",9.153846154,A
Invokana,"Diabetes, Type 2",9.116883117,A
Exenatide,"Diabetes, Type 2",9.038167939,A
Empagliflozin,"Diabetes, Type 2",9.037037037,A
Avandamet,"Diabetes, Type 2",9,B
Avandia,"Diabetes, Type 2",9,B
Glipizide,"Diabetes, Type 2",9,B
Glucophage,"Diabetes, Type 2",9,B
Glyburide,"Diabetes, Type 2",9,B
Linagliptin,"Diabetes, Type 2",9,B
Prandin,"Diabetes, Type 2",9,B
Repaglinide,"Diabetes, Type 2",9,B
Rosiglitazone,"Diabetes, Type 2",9,B
Saxagliptin,"Diabetes, Type 2",9,B
Toujeo Solostar,"Diabetes, Type 2",9,B
Tradjenta,"Diabetes, Type 2",9,B
Glimepiride,"Diabetes, Type 2",8.962962963,B
Dapagliflozin,"Diabetes, Type 2",8.933333333,B
Dulaglutide,"Diabetes, Type 2",8.908333333,B
Trulicity,"Diabetes, Type 2",8.901785714,B
Bydureon,"Diabetes, Type 2",8.880434783,B
Glyxambi,"Diabetes, Type 2",8.8,B
Jardiance,"Diabetes, Type 2",8.791666667,B
Lantus Solostar,"Diabetes, Type 2",8.777777778,B
Empagliflozin / linagliptin,"Diabetes, Type 2",8.75,B
Jentadueto,"Diabetes, Type 2",8.75,B
Insulin aspart,"Diabetes, Type 2",8.714285714,B
Amaryl,"Diabetes, Type 2",8.666666667,B
Kombiglyze XR,"Diabetes, Type 2",8.666666667,B
Glucophage XR,"Diabetes, Type 2",8.5,B
ActoPlus Met,"Diabetes, Type 2",8.333333333,B
Glucovance,"Diabetes, Type 2",8,C
Humulin N,"Diabetes, Type 2",8,C
Alogliptin,"Diabetes, Type 2",7,C
Nesina,"Diabetes, Type 2",7,C
Altace,Diabetic Kidney Disease,9.5,A
Iluvien,Diabetic Macular Edema,10,A
Eylea,Diabetic Macular Edema,9.4,A
Fluocinolone,Diabetic Macular Edema,9,B
Aflibercept,Diabetic Macular Edema,8.75,B
Nucynta ER,Diabetic Peripheral Neuropathy,8.896551724,B
Regadenoson,Diagnosis and Investigation,9,B
Lexiscan,Diagnosis and Investigation,8.75,B
Methacholine,Diagnosis and Investigation,7,C
Provocholine,Diagnosis and Investigation,7,C
Calmoseptine,Diaper Rash,10,A
Menthol / zinc oxide,Diaper Rash,10,A
Miconazole / zinc oxide,Diaper Rash,10,A
Triple Paste,Diaper Rash,10,A
Vusion,Diaper Rash,10,A
Zinc oxide,Diaper Rash,10,A
Boudreaux Butt Paste,Diaper Rash,9.333333333,A
Attapulgite,Diarrhea,10,A
Imodium A-D,Diarrhea,10,A
Lonox,Diarrhea,10,A
Paregoric,Diarrhea,10,A
Pepto-Bismol,Diarrhea,9.833333333,A
Loperamide,Diarrhea,9.75,A
Opium,Diarrhea,9.7,A
Lotronex,Diarrhea,9.642857143,A
Florastor,Diarrhea,9.5,A
Atropine / diphenoxylate,Diarrhea,9.44,A
Bismuth subsalicylate,Diarrhea,9.333333333,A
Lomotil,Diarrhea,9.285714286,A
Raspberry,Diarrhea,9,B
Saccharomyces boulardii lyo,Diarrhea,8.6,B
Imotil,Diarrhea,8,C
Atropine / difenoxin,"Diarrhea, Acute",10,A
Motofen,"Diarrhea, Chronic",10,A
Imodium,"Diarrhea, Chronic",9.75,A
Welchol,"Diarrhea, Chronic",9.4,A
Colesevelam,"Diarrhea, Chronic",9.37037037,A
Paromomycin,Dientamoeba fragilis,10,A
Ascorbic acid,Dietary Supplementation,10,A
Cerefolin NAC,Dietary Supplementation,10,A
CoQ10,Dietary Supplementation,10,A
Glutamine,Dietary Supplementation,10,A
L-Methylfolate Calcium,Dietary Supplementation,10,A
Liquid Co-Q10,Dietary Supplementation,10,A
Magnesium gluconate,Dietary Supplementation,10,A
Vitamin C,Dietary Supplementation,10,A
Ubiquinone,Dietary Supplementation,9.833333333,A
Chondroitin / glucosamine,Dietary Supplementation,9.5,A
Arginine,Dietary Supplementation,9.4,A
Multivitamin,Dietary Supplementation,9.333333333,A
Amino acids,Dietary Supplementation,9,B
Biotin,Dietary Supplementation,9,B
Coenzyme Q10,Dietary Supplementation,9,B
Diosmiplex,Dietary Supplementation,9,B
Vasculera,Dietary Supplementation,9,B
Bifidobacterium infantis / lactobacillus acidophilus,Dietary Supplementation,8.333333333,B
Dehydroepiandrosterone,Dietary Supplementation,8,C
Phillips Colon Health,Dietary Supplementation,8,C
Zinc gluconate,Dietary Supplementation,7,C
Ciprofloxacin,Diverticulitis,8.968944099,B
Flagyl,Diverticulitis,8.695652174,B
Lifitegrast,Dry Eye Disease,9.133333333,A
Xiidra,Dry Eye Disease,8.925925926,B
Lacrisert,Dry Eye Disease,8.833333333,B
Corn Huskers Lotion,Dry Skin,10,A
Dexpanthenol,Dry Skin,10,A
Lac-Hydrin,Dry Skin,10,A
Lactic acid,Dry Skin,10,A
Lanolin,Dry Skin,10,A
Biafine,Dry Skin,9.857142857,A
Ammonium lactate,Dry Skin,9.666666667,A
Urea,Dry Skin,9.6,A
EpiCeram,Dry Skin,9.5,A
X-Viate,Dry Skin,9.5,A
Emollients,Dry Skin,9.409090909,A
Nutraplus,Dry Skin,9,B
Bag Balm,Dry Skin,8,C
Aveeno,Dry Skin,7,C
Methscopolamine,Dumping Syndrome,9.166666667,A
Collagenase clostridium histolyticum,Dupuytren's contracture,10,A
Xiaflex,Dupuytren's contracture,10,A
ProAmatine,Dysautonomia,9,B
Mestinon,Dysautonomia,8.5,B
